accession,assay,organism,status,hsHSR_28,mmHSR_882,mmLM_343,mmLM_363,mmLM_540,mmLM_543,mmHSR_1865,mmHSR_2365
ENCFF056VOM,ChIP-seq,human,released,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
ENCFF346SMK,DNase-seq,human,released,63.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0
ENCFF256AQJ,RNA-seq,human,released,0.0,0.0,38.0,1.0,12.0,0.0,0.0,0.0
ENCFF686FRT,ChIP-seq,human,released,2.0,6.0,1.0,2.0,1.0,0.0,1.0,2.0
ENCFF036EGE,ChIP-seq,human,released,4.0,9.0,1.0,1.0,0.0,0.0,0.0,2.0
ENCFF166LXC,ChIP-seq,human,released,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0
ENCFF126PXN,DNase-seq,human,released,98.0,2.0,1.0,1.0,0.0,3.0,0.0,2.0
ENCFF936CDL,ChIP-seq,human,released,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0
ENCFF026FVE,ChIP-seq,human,released,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0
ENCFF636TFH,ChIP-seq,human,released,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0
ENCFF106CPX,DNase-seq,human,released,8.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
ENCFF706BWN,ChIP-seq,human,released,0.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0
ENCFF416CUF,ChIP-seq,human,released,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0
ENCFF116IGV,RNA-seq,human,released,0.0,11.0,19.0,0.0,1.0,0.0,1.0,0.0
ENCFF806MYV,ChIP-seq,human,released,2.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0
ENCFF476UZZ,ChIP-seq,human,released,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0
ENCFF496JHX,ChIP-seq,human,released,0.0,4.0,2.0,0.0,0.0,2.0,1.0,2.0
ENCFF576PEB,ChIP-seq,human,released,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0
ENCFF366YTA,ChIP-seq,human,released,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
ENCFF786DWX,ChIP-seq,human,released,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
ENCFF696BJV,DNase-seq,human,released,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ENCFF036NXQ,ChIP-seq,human,released,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
ENCFF196NIH,DNase-seq,human,released,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENCFF816ZQN,RNA-seq,human,released,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENCFF666OGL,DNase-seq,human,released,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENCFF426THC,DNase-seq,human,released,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENCFF847GYA,DNase-seq,mouse,released,173644.0,2072.0,603.0,251.0,378.0,527.0,309.0,284.0
ENCFF157AFM,RNA-seq,human,revoked,17.0,75.0,1518.0,589.0,4119.0,2.0,1.0,57.0
ENCFF907KLE,RNA-seq,human,revoked,43.0,335.0,1268.0,0.0,8438.0,2.0,1.0,2.0
ENCFF107COP,DNase-seq,mouse,released,1370791.0,1851.0,399.0,122.0,128.0,24.0,119.0,130.0
ENCFF437AJW,RNA-seq,mouse,released,15701199.0,0.0,3149.0,0.0,2521.0,312.0,0.0,0.0
ENCFF337WYN,DNase-seq,human,released,29.0,60.0,41.0,17.0,41.0,44.0,13.0,21.0
ENCFF917IQR,RNA-seq,human,released,1.0,6.0,11391.0,0.0,3271.0,0.0,0.0,0.0
ENCFF377ANI,DNase-seq,human,released,2334.0,204.0,306.0,235.0,275.0,140.0,169.0,425.0
ENCFF917KJE,RNA-seq,human,released,0.0,37.0,1610.0,5.0,915.0,0.0,0.0,0.0
ENCFF387LLQ,DNase-seq,human,released,16993.0,271.0,112.0,48.0,44.0,2957.0,94.0,52.0
ENCFF187NDG,RNA-seq,human,released,66.0,104.0,1471.0,8.0,1280.0,0.0,1.0,36.0
ENCFF777YLT,RNA-seq,human,released,0.0,136.0,1287.0,0.0,3694.0,0.0,0.0,0.0
ENCFF037TVB,DNase-seq,mouse,released,142078.0,733.0,249.0,82.0,46.0,19.0,61.0,92.0
ENCFF317XWM,DNase-seq,mouse,released,44480.0,467.0,81.0,27.0,35.0,18.0,44.0,36.0
ENCFF547GPH,DNase-seq,mouse,released,1176825.0,744.0,151.0,92.0,123.0,130.0,71.0,69.0
ENCFF337BZP,DNase-seq,mouse,released,61147.0,194.0,50.0,22.0,24.0,5.0,17.0,25.0
ENCFF687QOC,DNase-seq,human,released,4687.0,880.0,307.0,89.0,51.0,457.0,97.0,85.0
ENCFF807OPN,DNase-seq,mouse,released,544743.0,831.0,244.0,119.0,232.0,220.0,348.0,438.0
ENCFF187SIH,DNase-seq,human,released,2826.0,671.0,171.0,102.0,89.0,137.0,65.0,90.0
ENCFF907OCI,DNase-seq,human,released,3555.0,391.0,288.0,205.0,165.0,263.0,151.0,264.0
ENCFF097VLT,DNase-seq,human,released,15424.0,496.0,343.0,137.0,115.0,475.0,102.0,159.0
ENCFF377XPO,DNase-seq,mouse,released,29556.0,1391.0,241.0,71.0,34.0,3.0,53.0,41.0
ENCFF377JES,DNase-seq,mouse,released,209010.0,379.0,65.0,27.0,29.0,2.0,30.0,27.0
ENCFF277RVV,DNase-seq,human,released,13.0,12482.0,1492.0,13.0,13.0,5149.0,16.0,65.0
ENCFF017QYA,DNase-seq,mouse,released,368005.0,644.0,135.0,105.0,83.0,234.0,206.0,232.0
ENCFF327ZSB,DNase-seq,mouse,released,501001.0,541.0,111.0,40.0,97.0,269.0,188.0,284.0
ENCFF147LVA,DNase-seq,human,released,12484.0,64.0,44.0,17.0,92.0,55.0,22.0,24.0
ENCFF957NFZ,DNase-seq,human,released,294.0,190.0,145.0,40.0,96.0,151.0,53.0,63.0
ENCFF757ZVN,DNase-seq,human,released,23.0,127.0,116.0,25.0,28.0,135.0,24.0,50.0
ENCFF447UEE,RNA-seq,human,released,0.0,0.0,4158.0,0.0,1397.0,0.0,0.0,0.0
ENCFF937AIM,DNase-seq,mouse,released,100460.0,1073.0,217.0,96.0,217.0,484.0,597.0,838.0
ENCFF667GXL,DNase-seq,human,released,33633.0,231.0,124.0,42.0,131.0,134.0,101.0,75.0
ENCFF307OLN,DNase-seq,human,released,25.0,534.0,259.0,63.0,28.0,847.0,59.0,64.0
ENCFF927MXX,RNA-seq,human,released,1.0,61.0,1500.0,0.0,2112.0,0.0,0.0,4.0
ENCFF007TOP,DNase-seq,human,released,12156.0,274.0,83.0,65.0,71.0,88.0,27.0,34.0
ENCFF887GVM,RNA-seq,human,released,0.0,1.0,1023.0,0.0,3435.0,0.0,0.0,0.0
ENCFF827FOV,DNase-seq,mouse,released,22370.0,462.0,67.0,34.0,32.0,0.0,73.0,53.0
ENCFF157UXG,RNA-seq,human,released,43.0,41.0,1670.0,0.0,3660.0,0.0,0.0,4.0
ENCFF147JMD,RNA-seq,human,released,0.0,0.0,852.0,0.0,0.0,0.0,0.0,0.0
ENCFF267GFA,DNase-seq,mouse,released,162003.0,594.0,165.0,59.0,93.0,289.0,401.0,459.0
ENCFF687XKK,RNA-seq,human,released,0.0,2.0,6825.0,14.0,594.0,0.0,12.0,0.0
ENCFF337JNL,ChIP-seq,human,released,18.0,216.0,166.0,75.0,110.0,143.0,90.0,121.0
ENCFF887PDA,RNA-seq,human,released,1.0,314.0,547.0,14.0,4446.0,0.0,3.0,3.0
ENCFF167XAM,DNase-seq,human,released,6881.0,137.0,95.0,121.0,40.0,116.0,64.0,55.0
ENCFF097YEA,RNA-seq,human,released,3.0,9815.0,938.0,4.0,103.0,0.0,0.0,89.0
ENCFF917MHA,RNA-seq,human,released,1.0,4930.0,2846.0,0.0,721.0,0.0,0.0,18.0
ENCFF287CHS,DNase-seq,human,released,50.0,786.0,264.0,165.0,33.0,464.0,117.0,109.0
ENCFF767QVV,RNA-seq,human,released,62.0,2.0,621.0,0.0,2707.0,0.0,0.0,64.0
ENCFF427LOL,DNase-seq,mouse,released,1043508.0,336.0,154.0,116.0,75.0,123.0,58.0,81.0
ENCFF027FUV,DNase-seq,human,released,10.0,139.0,61.0,20.0,20.0,108.0,13.0,28.0
ENCFF097SKE,DNase-seq,human,released,2617.0,1665.0,409.0,428.0,39.0,920.0,167.0,148.0
ENCFF927RJV,RNA-seq,human,released,1.0,6.0,2969.0,2.0,811.0,0.0,0.0,0.0
ENCFF777XCR,ChIP-seq,human,released,105.0,283.0,129.0,63.0,66.0,314.0,33.0,75.0
ENCFF977MCZ,DNase-seq,human,released,32.0,100.0,80.0,12.0,34.0,122.0,32.0,24.0
ENCFF527SZM,ChIP-seq,human,released,53.0,52.0,65.0,32.0,86.0,117.0,46.0,50.0
ENCFF017FUT,RNA-seq,human,released,88.0,1865.0,575.0,74.0,1221.0,0.0,0.0,85.0
ENCFF987UVQ,DNase-seq,human,released,20.0,417.0,147.0,68.0,26.0,218.0,49.0,51.0
ENCFF287MXM,DNase-seq,human,released,2187.0,951.0,301.0,118.0,67.0,515.0,114.0,153.0
ENCFF857WNF,ChIP-seq,human,released,1.0,670.0,148.0,59.0,1.0,351.0,22.0,25.0
ENCFF327LWX,ChIP-seq,human,released,64.0,97.0,91.0,37.0,52.0,68.0,71.0,94.0
ENCFF927QNI,DNase-seq,human,released,12.0,98.0,71.0,49.0,2.0,133.0,40.0,25.0
ENCFF937FKA,DNase-seq,mouse,released,9546.0,298.0,78.0,32.0,48.0,59.0,20.0,28.0
ENCFF677ULQ,ChIP-seq,human,released,29.0,116.0,85.0,52.0,41.0,222.0,63.0,105.0
ENCFF127IYL,DNase-seq,mouse,released,318149.0,502.0,133.0,73.0,71.0,31.0,49.0,30.0
ENCFF717TGS,DNase-seq,mouse,released,22967.0,648.0,135.0,49.0,51.0,30.0,74.0,50.0
ENCFF477QFV,DNase-seq,human,released,14835.0,342.0,123.0,42.0,25.0,1180.0,43.0,32.0
ENCFF717JWB,DNase-seq,human,released,5.0,960.0,206.0,68.0,3.0,527.0,36.0,61.0
ENCFF957SXL,DNase-seq,human,released,12.0,736.0,155.0,60.0,5.0,6051.0,35.0,28.0
ENCFF437EXK,ChIP-seq,human,released,12.0,82.0,37.0,13.0,24.0,20.0,24.0,28.0
ENCFF637WZF,DNase-seq,human,released,16.0,190.0,90.0,53.0,13.0,142.0,37.0,53.0
ENCFF417OBJ,DNase-seq,mouse,released,18561.0,220.0,37.0,21.0,23.0,29.0,26.0,17.0
ENCFF587NYJ,ChIP-seq,human,released,24.0,551.0,112.0,31.0,13.0,210.0,63.0,76.0
ENCFF147CXN,ChIP-seq,human,released,19.0,91.0,77.0,39.0,41.0,221.0,55.0,99.0
ENCFF777QMW,ChIP-seq,human,released,39.0,197.0,170.0,38.0,103.0,133.0,109.0,109.0
ENCFF037CCQ,DNase-seq,human,released,2.0,410.0,168.0,44.0,16.0,237.0,50.0,35.0
ENCFF787ORW,DNase-seq,mouse,released,5943.0,199.0,49.0,20.0,23.0,32.0,20.0,16.0
ENCFF427ZBA,DNase-seq,human,released,2893.0,132.0,101.0,56.0,67.0,129.0,43.0,61.0
ENCFF927FQK,DNase-seq,mouse,released,757296.0,289.0,91.0,60.0,49.0,87.0,28.0,53.0
ENCFF367GLI,RNA-seq,human,released,0.0,3.0,3085.0,7.0,700.0,0.0,0.0,0.0
ENCFF717YRL,DNase-seq,human,released,2.0,361.0,148.0,37.0,7.0,482.0,11.0,21.0
ENCFF747OZB,RNA-seq,human,released,0.0,17431.0,344.0,0.0,116.0,0.0,0.0,107.0
ENCFF737CFW,ChIP-seq,human,released,57.0,395.0,297.0,26.0,47.0,94.0,70.0,75.0
ENCFF457QNU,DNase-seq,mouse,released,5164.0,197.0,43.0,17.0,18.0,24.0,27.0,31.0
ENCFF447WPJ,ChIP-seq,human,released,76.0,246.0,111.0,115.0,76.0,116.0,75.0,40.0
ENCFF867SRD,ChIP-seq,human,released,34.0,100.0,68.0,62.0,48.0,71.0,59.0,87.0
ENCFF577FCL,DNase-seq,human,released,11.0,578.0,169.0,77.0,11.0,445.0,58.0,52.0
ENCFF697JPE,DNase-seq,human,released,9.0,159.0,18.0,0.0,14.0,80.0,7.0,7.0
ENCFF107WWL,DNase-seq,human,released,9888.0,267.0,149.0,100.0,94.0,3099.0,111.0,171.0
ENCFF907XLJ,DNase-seq,mouse,released,15813.0,298.0,66.0,19.0,20.0,0.0,20.0,13.0
ENCFF947DAT,ChIP-seq,human,released,84.0,183.0,235.0,141.0,23.0,269.0,167.0,119.0
ENCFF577SBF,ChIP-seq,human,released,23.0,706.0,127.0,48.0,58.0,204.0,50.0,76.0
ENCFF367XVO,RNA-seq,human,released,2.0,71.0,476.0,1.0,357.0,15.0,0.0,0.0
ENCFF457RWR,ChIP-seq,human,released,97.0,61.0,61.0,32.0,57.0,95.0,62.0,50.0
ENCFF237BPG,DNase-seq,mouse,released,2397426.0,1197.0,177.0,67.0,119.0,343.0,132.0,219.0
ENCFF647BIA,DNase-seq,human,released,3164.0,165.0,95.0,52.0,86.0,188.0,54.0,87.0
ENCFF847BJO,ChIP-seq,mouse,released,2514.0,171.0,38.0,17.0,18.0,94.0,37.0,40.0
ENCFF707AMG,ChIP-seq,human,released,21.0,86.0,78.0,22.0,69.0,139.0,56.0,48.0
ENCFF847LGC,RNA-seq,mouse,released,1497004.0,44.0,308.0,1357.0,1204.0,32.0,1.0,23.0
ENCFF777BTD,ChIP-seq,human,released,38.0,156.0,116.0,111.0,40.0,527.0,58.0,71.0
ENCFF747RJL,ChIP-seq,human,released,25.0,106.0,56.0,31.0,20.0,34.0,47.0,31.0
ENCFF587VDB,RNA-seq,mouse,released,1356585.0,7.0,244.0,2246.0,1432.0,17.0,1.0,16.0
ENCFF687KJO,DNase-seq,human,released,20.0,272.0,131.0,56.0,16.0,116.0,50.0,45.0
ENCFF107WVN,RNA-seq,mouse,released,266051.0,816.0,781.0,1.0,206.0,4.0,0.0,3.0
ENCFF517DCU,RNA-seq,mouse,released,5242887.0,460.0,349.0,3.0,783.0,22.0,0.0,4.0
ENCFF757RIO,RNA-seq,human,released,3.0,8581.0,831.0,109.0,998.0,0.0,0.0,23.0
ENCFF067UCQ,RNA-seq,mouse,released,7026025.0,51.0,273.0,0.0,854.0,16.0,0.0,4.0
ENCFF647TTU,RNA-seq,mouse,released,2020164.0,6.0,235.0,3509.0,1401.0,6.0,1.0,3.0
ENCFF427LEV,DNase-seq,mouse,released,25842.0,153.0,49.0,29.0,30.0,118.0,7.0,47.0
ENCFF057RHN,DNase-seq,human,released,19.0,739.0,181.0,87.0,18.0,393.0,56.0,49.0
ENCFF067OSS,DNase-seq,human,released,11956.0,181.0,49.0,25.0,42.0,42.0,23.0,19.0
ENCFF027GSZ,DNase-seq,human,released,27.0,517.0,146.0,63.0,22.0,576.0,44.0,48.0
ENCFF607IES,RNA-seq,human,released,0.0,1298.0,628.0,0.0,488.0,3.0,0.0,1.0
ENCFF587OYH,ChIP-seq,human,released,57.0,123.0,98.0,101.0,63.0,110.0,87.0,79.0
ENCFF747XPP,RNA-seq,mouse,released,2135638.0,19.0,310.0,3021.0,1237.0,11.0,1.0,8.0
ENCFF577HSJ,ChIP-seq,human,released,107.0,310.0,156.0,93.0,58.0,120.0,85.0,42.0
ENCFF487DYP,RNA-seq,mouse,released,1240753.0,10.0,218.0,2009.0,1376.0,15.0,0.0,14.0
ENCFF287PGZ,DNase-seq,mouse,released,66312.0,256.0,71.0,25.0,36.0,27.0,33.0,20.0
ENCFF977GSY,DNase-seq,human,released,11.0,186.0,92.0,28.0,13.0,183.0,21.0,45.0
ENCFF237IMG,ChIP-seq,human,released,18.0,72.0,63.0,20.0,49.0,111.0,78.0,37.0
ENCFF667RSP,RNA-seq,human,released,1.0,5314.0,770.0,7.0,195.0,0.0,0.0,98.0
ENCFF377WGI,ChIP-seq,human,released,43.0,219.0,228.0,34.0,27.0,161.0,65.0,68.0
ENCFF677OAS,ChIP-seq,human,released,20.0,64.0,43.0,26.0,27.0,28.0,32.0,24.0
ENCFF777VSO,ChIP-seq,human,released,32.0,86.0,53.0,20.0,19.0,29.0,26.0,26.0
ENCFF837UQS,ChIP-seq,human,released,38.0,195.0,96.0,46.0,43.0,114.0,54.0,68.0
ENCFF907JCI,DNase-seq,human,revoked,1163.0,142.0,131.0,42.0,109.0,133.0,56.0,135.0
ENCFF667CWY,RNA-seq,human,released,39.0,0.0,340.0,0.0,1231.0,0.0,0.0,42.0
ENCFF487JOK,DNase-seq,mouse,released,7023.0,69.0,23.0,8.0,9.0,35.0,10.0,5.0
ENCFF127TTO,ChIP-seq,human,released,37.0,134.0,97.0,15.0,48.0,98.0,24.0,35.0
ENCFF087GCY,ChIP-seq,human,released,18.0,57.0,38.0,24.0,27.0,37.0,36.0,40.0
ENCFF577EJV,DNase-seq,human,released,6.0,67.0,35.0,20.0,2.0,28.0,14.0,16.0
ENCFF577ACS,DNase-seq,mouse,released,3846.0,226.0,56.0,22.0,20.0,46.0,27.0,22.0
ENCFF907YLV,DNase-seq,mouse,released,25472.0,218.0,34.0,31.0,17.0,19.0,18.0,13.0
ENCFF567ORO,RNA-seq,human,released,5.0,1421.0,1211.0,0.0,1165.0,0.0,0.0,15.0
ENCFF517RES,RNA-seq,human,released,0.0,861.0,698.0,0.0,336.0,0.0,0.0,120.0
ENCFF727NKR,DNase-seq,mouse,released,188546.0,230.0,68.0,48.0,50.0,39.0,32.0,33.0
ENCFF157DJN,DNase-seq,mouse,released,43419.0,171.0,76.0,44.0,22.0,3.0,13.0,19.0
ENCFF197LCY,DNase-seq,mouse,released,4090.0,348.0,53.0,16.0,16.0,1.0,30.0,24.0
ENCFF457EHA,DNase-seq,human,released,421.0,81.0,137.0,47.0,54.0,87.0,53.0,78.0
ENCFF307UCJ,RNA-seq,human,released,1.0,0.0,436.0,1.0,424.0,1.0,0.0,22.0
ENCFF817TTL,DNase-seq,human,released,13.0,113.0,29.0,19.0,15.0,112.0,28.0,27.0
ENCFF217ORD,DNase-seq,human,released,7.0,219.0,128.0,46.0,8.0,146.0,36.0,40.0
ENCFF677PRD,DNase-seq,mouse,released,196442.0,59.0,19.0,11.0,17.0,8.0,10.0,13.0
ENCFF607OIV,DNase-seq,human,released,9.0,401.0,51.0,26.0,7.0,137.0,15.0,27.0
ENCFF677HTA,ChIP-seq,human,released,18.0,140.0,65.0,32.0,30.0,56.0,24.0,57.0
ENCFF277QHC,RNA-seq,mouse,released,2992952.0,18.0,285.0,3.0,526.0,6.0,0.0,0.0
ENCFF677MGT,ChIP-seq,human,released,31.0,65.0,64.0,24.0,65.0,35.0,41.0,54.0
ENCFF827WRK,DNase-seq,human,released,17.0,66.0,61.0,41.0,26.0,58.0,34.0,56.0
ENCFF657FNE,RNA-seq,mouse,released,1068267.0,8.0,198.0,1592.0,1134.0,20.0,0.0,16.0
ENCFF637ZYL,RNA-seq,mouse,released,214530.0,172.0,654.0,4.0,89.0,15.0,0.0,0.0
ENCFF727ACE,RNA-seq,mouse,released,105993.0,9.0,578.0,22.0,266.0,17.0,0.0,1.0
ENCFF377LAC,RNA-seq,mouse,released,1663219.0,69.0,304.0,2.0,489.0,8.0,1.0,0.0
ENCFF697JWX,ChIP-seq,human,released,29.0,54.0,90.0,72.0,51.0,171.0,56.0,50.0
ENCFF387NSP,DNase-seq,mouse,released,9633.0,106.0,33.0,10.0,5.0,16.0,11.0,16.0
ENCFF247QZW,RNA-seq,mouse,released,1477523.0,12.0,203.0,1646.0,1492.0,22.0,0.0,11.0
ENCFF077JIQ,RNA-seq,human,released,0.0,28.0,2943.0,0.0,1170.0,0.0,0.0,1.0
ENCFF947BPK,ChIP-seq,human,released,25.0,137.0,45.0,32.0,41.0,95.0,41.0,69.0
ENCFF197WID,ChIP-seq,human,released,22.0,122.0,89.0,39.0,52.0,228.0,65.0,67.0
ENCFF447UOD,ChIP-seq,human,released,54.0,249.0,654.0,63.0,63.0,176.0,64.0,368.0
ENCFF557LMN,RNA-seq,mouse,released,128819.0,65.0,1134.0,1.0,135.0,16.0,0.0,1.0
ENCFF307CCJ,DNase-seq,mouse,released,23052.0,236.0,55.0,26.0,44.0,65.0,25.0,54.0
ENCFF717ZTI,DNase-seq,mouse,released,37558.0,452.0,113.0,58.0,41.0,4.0,36.0,58.0
ENCFF777PTF,DNase-seq,human,released,37.0,693.0,156.0,90.0,20.0,384.0,53.0,51.0
ENCFF817OFD,ChIP-seq,human,released,60.0,198.0,114.0,49.0,63.0,101.0,61.0,41.0
ENCFF397VEX,ChIP-seq,human,released,25.0,87.0,40.0,10.0,69.0,42.0,23.0,34.0
ENCFF247XJT,RNA-seq,human,released,0.0,689.0,1846.0,53.0,1396.0,0.0,0.0,0.0
ENCFF047YUA,ChIP-seq,human,released,23.0,67.0,37.0,16.0,27.0,42.0,18.0,27.0
ENCFF327MSM,RNA-seq,mouse,released,195599.0,0.0,2963.0,0.0,2722.0,9.0,0.0,0.0
ENCFF827TNV,ChIP-seq,human,released,28.0,91.0,65.0,28.0,40.0,60.0,20.0,49.0
ENCFF577YSB,ChIP-seq,human,released,14.0,273.0,45.0,46.0,28.0,250.0,40.0,43.0
ENCFF237ZRF,DNase-seq,human,released,5528.0,75.0,47.0,18.0,105.0,50.0,18.0,27.0
ENCFF527IMC,ChIP-seq,human,released,23.0,201.0,96.0,38.0,18.0,171.0,30.0,88.0
ENCFF427FHV,DNase-seq,human,released,13.0,72.0,75.0,26.0,10.0,151.0,34.0,27.0
ENCFF707BGK,DNase-seq,human,released,29.0,335.0,140.0,48.0,16.0,249.0,52.0,46.0
ENCFF277XRY,ChIP-seq,human,released,5.0,139.0,28.0,30.0,26.0,114.0,22.0,39.0
ENCFF767ARE,DNase-seq,mouse,released,60534.0,175.0,49.0,23.0,34.0,39.0,26.0,34.0
ENCFF447GQA,DNase-seq,human,released,0.0,690.0,160.0,75.0,2.0,265.0,22.0,31.0
ENCFF497NCC,ChIP-seq,human,released,21.0,88.0,181.0,18.0,164.0,57.0,14.0,27.0
ENCFF067MTA,DNase-seq,human,released,4.0,68.0,28.0,6.0,14.0,52.0,2.0,9.0
ENCFF357TRP,ChIP-seq,human,released,40.0,107.0,88.0,36.0,24.0,49.0,41.0,31.0
ENCFF427QLC,DNase-seq,human,revoked,1575.0,139.0,189.0,53.0,76.0,169.0,64.0,210.0
ENCFF527ARD,DNase-seq,human,released,5.0,164.0,97.0,37.0,3.0,127.0,48.0,58.0
ENCFF797GFE,ChIP-seq,mouse,released,2236.0,905.0,211.0,116.0,108.0,93.0,194.0,93.0
ENCFF117EBK,DNase-seq,human,released,4.0,338.0,96.0,23.0,8.0,259.0,14.0,30.0
ENCFF087NAO,ChIP-seq,human,released,12.0,237.0,50.0,60.0,37.0,315.0,46.0,49.0
ENCFF777KCB,ChIP-seq,human,released,30.0,257.0,83.0,43.0,26.0,60.0,36.0,21.0
ENCFF017RTP,ChIP-seq,mouse,released,741.0,337.0,106.0,50.0,71.0,66.0,88.0,81.0
ENCFF937YTY,ChIP-seq,human,released,15.0,9.0,68.0,50.0,55.0,130.0,34.0,24.0
ENCFF787EGW,DNase-seq,human,released,17.0,250.0,129.0,44.0,11.0,201.0,32.0,36.0
ENCFF417ORB,ChIP-seq,human,released,15.0,37.0,25.0,27.0,10.0,66.0,24.0,61.0
ENCFF657PTT,ChIP-seq,human,released,45.0,153.0,116.0,59.0,53.0,130.0,41.0,61.0
ENCFF687RMD,RNA-seq,human,released,7.0,808.0,767.0,1.0,1008.0,0.0,0.0,6.0
ENCFF357EXJ,ChIP-seq,human,released,44.0,105.0,100.0,45.0,62.0,78.0,48.0,62.0
ENCFF377TOT,ChIP-seq,human,released,21.0,149.0,56.0,43.0,21.0,51.0,37.0,101.0
ENCFF907RIO,DNase-seq,mouse,released,39497.0,539.0,74.0,28.0,32.0,4.0,36.0,30.0
ENCFF387RWU,ChIP-seq,human,released,11.0,34.0,30.0,20.0,24.0,67.0,15.0,47.0
ENCFF237ACY,ChIP-seq,human,released,11.0,85.0,92.0,20.0,30.0,181.0,47.0,34.0
ENCFF117LRS,ChIP-seq,human,released,22.0,94.0,47.0,23.0,19.0,49.0,26.0,46.0
ENCFF627SUW,ChIP-seq,human,released,17.0,46.0,88.0,32.0,111.0,43.0,19.0,102.0
ENCFF317VZC,DNase-seq,human,released,1667.0,150.0,76.0,25.0,36.0,108.0,35.0,50.0
ENCFF567LYV,ChIP-seq,human,released,36.0,85.0,57.0,35.0,78.0,65.0,22.0,28.0
ENCFF707DYO,DNase-seq,human,released,33.0,375.0,141.0,68.0,7.0,361.0,42.0,63.0
ENCFF197OUM,RNA-seq,mouse,released,97033.0,0.0,2074.0,0.0,3158.0,25.0,0.0,0.0
ENCFF217FJV,DNase-seq,human,released,4.0,370.0,59.0,23.0,0.0,218.0,10.0,9.0
ENCFF857JQY,DNase-seq,human,released,10.0,471.0,128.0,42.0,8.0,592.0,22.0,24.0
ENCFF877EZH,DNase-seq,mouse,released,5292.0,187.0,22.0,10.0,8.0,0.0,8.0,14.0
ENCFF857IZY,RNA-seq,human,released,10.0,51.0,1340.0,133.0,552.0,178.0,22.0,41.0
ENCFF747QMC,ChIP-seq,human,released,18.0,126.0,104.0,43.0,26.0,110.0,25.0,64.0
ENCFF607MXB,ChIP-seq,human,released,20.0,158.0,120.0,81.0,24.0,259.0,63.0,83.0
ENCFF507OSO,ChIP-seq,human,released,8.0,146.0,155.0,99.0,16.0,185.0,52.0,91.0
ENCFF717NXD,DNase-seq,mouse,released,26954.0,1084.0,290.0,94.0,87.0,20.0,319.0,706.0
ENCFF177KGH,ChIP-seq,human,released,20.0,63.0,49.0,23.0,20.0,130.0,28.0,41.0
ENCFF417XKK,ChIP-seq,human,released,36.0,111.0,84.0,21.0,55.0,108.0,32.0,43.0
ENCFF007GTB,ChIP-seq,human,released,9.0,112.0,73.0,29.0,11.0,1782.0,34.0,117.0
ENCFF497NTW,ChIP-seq,human,released,42.0,208.0,100.0,48.0,67.0,89.0,67.0,44.0
ENCFF887QGB,RNA-seq,human,released,3.0,52.0,916.0,1.0,757.0,0.0,0.0,1.0
ENCFF287FKS,RNA-seq,human,released,1.0,6511.0,1271.0,14.0,1068.0,0.0,0.0,107.0
ENCFF337OSR,ChIP-seq,human,released,34.0,43.0,21.0,10.0,27.0,15.0,18.0,24.0
ENCFF587OYZ,RNA-seq,human,released,0.0,58.0,2816.0,0.0,417.0,0.0,0.0,0.0
ENCFF607VPU,ChIP-seq,human,released,20.0,130.0,104.0,72.0,31.0,152.0,39.0,64.0
ENCFF827LCX,ChIP-seq,human,released,13.0,41.0,43.0,22.0,32.0,159.0,28.0,76.0
ENCFF377KCE,RNA-seq,mouse,released,112176.0,5.0,1022.0,0.0,92.0,19.0,0.0,0.0
ENCFF987TWO,RNA-seq,human,released,290.0,121.0,2106.0,0.0,524.0,0.0,0.0,0.0
ENCFF097JYZ,ChIP-seq,human,released,12.0,42.0,47.0,46.0,36.0,101.0,43.0,66.0
ENCFF367HUF,ChIP-seq,human,released,5.0,76.0,39.0,18.0,27.0,67.0,32.0,64.0
ENCFF947GML,ChIP-seq,human,released,26.0,81.0,64.0,35.0,36.0,57.0,39.0,79.0
ENCFF607EAZ,DNase-seq,human,released,495.0,1156.0,326.0,144.0,28.0,3818.0,85.0,147.0
ENCFF207KVZ,DNase-seq,human,revoked,287.0,76.0,71.0,17.0,48.0,69.0,42.0,147.0
ENCFF597KYV,RNA-seq,human,released,9.0,314.0,636.0,582.0,1365.0,219.0,18.0,67.0
